ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
MF	GO:0035613	RNA stem-loop binding	1/39	21/18369	0.0436752507463124	0.120128153911582	0.0745451656081987	DAZAP1	1
MF	GO:0120227	acyl-CoA binding	1/39	21/18369	0.0436752507463124	0.120128153911582	0.0745451656081987	SCP2	1
MF	GO:1990381	ubiquitin-specific protease binding	1/39	21/18369	0.0436752507463124	0.120128153911582	0.0745451656081987	PARK7	1
MF	GO:0004602	glutathione peroxidase activity	1/39	22/18369	0.0457079881139216	0.120128153911582	0.0745451656081987	GSTZ1	1
MF	GO:0004709	MAP kinase kinase kinase activity	1/39	22/18369	0.0457079881139216	0.120128153911582	0.0745451656081987	EGFR	1
MF	GO:0016004	phospholipase activator activity	1/39	22/18369	0.0457079881139216	0.120128153911582	0.0745451656081987	EGFR	1
MF	GO:0019956	chemokine binding	1/39	22/18369	0.0457079881139216	0.120128153911582	0.0745451656081987	ZFP36	1
MF	GO:0035014	phosphatidylinositol 3-kinase regulator activity	1/39	22/18369	0.0457079881139216	0.120128153911582	0.0745451656081987	SOCS1	1
MF	GO:0003950	NAD+ ADP-ribosyltransferase activity	1/39	23/18369	0.0477365153098428	0.120128153911582	0.0745451656081987	PARP6	1
MF	GO:0005385	zinc ion transmembrane transporter activity	1/39	23/18369	0.0477365153098428	0.120128153911582	0.0745451656081987	SLC39A14	1
MF	GO:0015296	monoatomic anion:monoatomic cation symporter activity	1/39	23/18369	0.0477365153098428	0.120128153911582	0.0745451656081987	SLC39A14	1
MF	GO:1990404	NAD+-protein ADP-ribosyltransferase activity	1/39	23/18369	0.0477365153098428	0.120128153911582	0.0745451656081987	PARP6	1
MF	GO:0015106	bicarbonate transmembrane transporter activity	1/39	24/18369	0.0497608408251005	0.121225878180298	0.0752263551107342	SLC39A14	1
MF	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	1/39	24/18369	0.0497608408251005	0.121225878180298	0.0752263551107342	PTGS2	1
MF	GO:0070530	K63-linked polyubiquitin modification-dependent protein binding	1/39	24/18369	0.0497608408251005	0.121225878180298	0.0752263551107342	TNFAIP3	1
